Content;Author;Date;Language;Location;Number of Likes;Number of Retweets;In Reply To;Author Name;Author Description;Author Tweets Count;Author Following Count;Author Followers Count;Author Listed Count;Author Verified;Longitude;Latitude
"Luar biasa perjuangan BIN dalam membantu korban gempa cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/MEkDJDrydh";@Positifinajabos;17/12/2022 05:29;in;ID;0;0;;Positifinaja;;2600;120;2170;0;FALSE;;
"Apresiasi untuk BIN yang terdepan dalam membantu korban gempa cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/SkIjOijWun";@Positifinajabos;17/12/2022 05:29;in;ID;0;0;;Positifinaja;;2600;120;2170;0;FALSE;;
@ArdynaZian @AnaxRantauuy BIN respon cepat bantu masyarakat terdampak gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/mOgL6gT3rt;@BrianKu75877290;17/12/2022 05:29;in;;0;10;@ArdynaZian;Brian Kusuma;Menjadi bayangan terkadang tidak buruk juga;8690;40;120;0;FALSE;;
"BUKTIKAN Kepedulianmu melalui rekening : 
a/n LAZNAS Al-Irsyad Sedekah 

Bank Syariah Indonesia 
(451) 715-725-7352 

Bank Mega Syariah
(506) 200-911-6900 

?? POSKO LAZNAS AL IRSYAD PEDULI GEMPA CIANJUR
0857-0124-3372
https://t.co/3OlkE5Hjb5

 ??0857 4358 9598

#prayforcianjur https://t.co/TLTc7DGfut";@laznasalirsyad;17/12/2022 05:28;in;;0;10;;LAZNAS Al Irsyad;LAZNAS Al Irsyad merupakan lembaga Nirlaba yang bergerak dalam Penghimpunan Zakat, Infak, dan Shodaqoh. S.K Menteri Agama RI Nomor 949 tahun 2020;7950;310;830;0;FALSE;;
@ArdynaZian @AnaxRantauuy BIN bantu penyintas gempa Cianjur lewati masa sulit  #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/tTK96P0qu7;@KatieSm97313671;17/12/2022 05:25;in;;10;10;@ArdynaZian;Katie Smith;;16770;870;190;0;FALSE;;
@aisyahhaura_ @AnaxRantauuy BIN bantu penyintas gempa Cianjur lewati masa sulit  #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/tTK96P0qu7;@KatieSm97313671;17/12/2022 05:21;in;;10;10;@KatieSm97313671;Katie Smith;;16770;870;190;0;FALSE;;
@EghiMokoginta @AnaxRantauuy Gerak Cepat BIN Di Lokasi Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/nYwEGIGxs2;@KatieSm97313671;17/12/2022 05:16;in;;0;0;@EghiMokoginta;Katie Smith;;16770;870;190;0;FALSE;;
@andrehalam @AnaxRantauuy Gerak Cepat BIN Di Lokasi Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/nYwEGIGxs2;@KatieSm97313671;17/12/2022 05:14;in;;0;0;@andrehalam;Katie Smith;;16770;870;190;0;FALSE;;
Respon cepat Presiden Jokowi mitigasi gempa cianjur https://t.co/UpWtQyaE84 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat;@RahmaNia126;17/12/2022 05:13;in;;0;0;;Rahma Nia #JokowiPresidenku;"#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur";40640;22790;10860;0;FALSE;;
@NhoviaNovia @AnaxRantauuy BIN bantu korban gempa cianjur sampai ke plosok #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/kRn812jaRR;@KatieSm97313671;17/12/2022 05:10;in;;0;0;@NhoviaNovia;Katie Smith;;16770;870;190;0;FALSE;;
@filosofiudara @AnaxRantauuy Mantap BIN, hingga ke Pelosok BIN bantu korban gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/NyL7LPqAk6;@KatieSm97313671;17/12/2022 05:08;in;;0;0;@filosofiudara;Katie Smith;;16770;870;190;0;FALSE;;
Tes Bacaan Ayat-Ayat Pendek Hadiah Uang Cara Kadisos dan Kabag Kerjasama Trauma Healing Anak-Anak Korban Gempa Cianjur https://t.co/Nu3UE8YK0N;@gada_lombok;17/12/2022 05:08;in;;0;0;;gada lombok;https://t.co/FGVD3wlfUD media online lugas dan terpercaya;370;110;30;0;FALSE;;
@EghiMokoginta @dajaunwalker9 @AutumnDiazzz Mantap BIN, hingga ke Pelosok BIN bantu korban gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/GqjNkhnouy;@Humanity_idn;17/12/2022 05:05;in;;0;0;@EghiMokoginta;Humanity Idn;akun kemanusiaan;15300;720;190;0;FALSE;;
@jatimbadabest @AutumnDiazzz BIN bantu penyintas gempa Cianjur lewati masa sulit  #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/zQEuC6oHAH;@Humanity_idn;17/12/2022 05:03;in;;0;0;@jatimbadabest;Humanity Idn;akun kemanusiaan;15300;720;190;0;FALSE;;
@BrianKu75877290 @filosofiudara @AnaxRantauuy Gerak Cepat BIN Di Lokasi Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/nYwEGIGxs2;@KatieSm97313671;17/12/2022 05:03;in;;0;0;@BrianKu75877290;Katie Smith;;16770;870;190;0;FALSE;;
"BIN Bantu Penanggulangan Gempa Cianjur 
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/pQuU35rKPk";@rosie_gow;17/12/2022 05:02;in;;10;0;;Rosie Gonzalez;;2110;100;30;0;FALSE;;
"BIN bantu korban gempa cianjur sampai ke plosok 
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/59TaVviAxh";@rosie_gow;17/12/2022 05:02;in;;0;0;;Rosie Gonzalez;;2110;100;30;0;FALSE;;
"Gerak Cepat BIN Di Lokasi Gempa Cianjur
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/n1vDM9EzDR";@rosie_gow;17/12/2022 05:02;in;;0;0;;Rosie Gonzalez;;2110;100;30;0;FALSE;;
@EghiMokoginta @AutumnDiazzz Gerak Cepat BIN Di Lokasi Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/dpAndLxIiA;@Humanity_idn;17/12/2022 05:01;in;;0;0;@EghiMokoginta;Humanity Idn;akun kemanusiaan;15300;720;190;0;FALSE;;
@BrianKu75877290 @FatihLubis4 @AnaxRantauuy Gerak Cepat BIN Di Lokasi Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/nYwEGIGxs2;@KatieSm97313671;17/12/2022 05:01;in;;0;0;@BrianKu75877290;Katie Smith;;16770;870;190;0;FALSE;;
"????? PENYALURAN BANTUAN KEPADA KORBAN BENCANA GEMPA CIANJUR ????

#bencana #gempa #peduli #cianjur #jawabarat
https://t.co/1sLAOtzLxc";@dompetalquran_;17/12/2022 05:00;in;;0;0;;Dompet Al-Quran Indonesia;Menghimpun dana infaq, wakaf dan sedekah untuk menyukseskan program pendidikan Alquran.  (BSI : 5553338885) info : 0813 8500 2300;8050;340;270;0;FALSE;;
BIN juga Menggandeng mahasiswa gelar Trauma Healing kepada korban gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/S35QZFc6si;@HarperKey3;17/12/2022 05:00;in;;0;0;;Harper Key;#CianjurBerduka;3200;70;3450;0;FALSE;;
Serahkan Bantuan Sembako oleh Binda Jabar, Peduli Korban Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/xDspqH6tNa;@HarperKey3;17/12/2022 05:00;in;;0;0;;Harper Key;#CianjurBerduka;3200;70;3450;0;FALSE;;
BIN luar biasa sangat peduli dengan korban Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/cLZm6fcwch;@HarperKey3;17/12/2022 05:00;in;;0;0;;Harper Key;#CianjurBerduka;3200;70;3450;0;FALSE;;
BIN respon cepat korban terdampak Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/cOsKz7Dvxp;@HarperKey3;17/12/2022 05:00;in;;0;0;;Harper Key;#CianjurBerduka;3200;70;3450;0;FALSE;;
BIN salurkan bantuan ke warga gempa Cianjur hingga ke desa terisolir #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/fLWSRUYlVq;@HarperKey3;17/12/2022 05:00;in;;0;0;;Harper Key;#CianjurBerduka;3200;70;3450;0;FALSE;;
Respon cepat BIN membantu korban gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/DTQwpGojoP;@HarperKey3;17/12/2022 05:00;in;;0;0;;Harper Key;#CianjurBerduka;3200;70;3450;0;FALSE;;
@FatihLubis4 @AnaxRantauuy BIN bantu penyintas gempa Cianjur lewati masa sulit  #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/tTK96P0qu7;@KatieSm97313671;17/12/2022 04:59;in;;0;0;@FatihLubis4;Katie Smith;;16770;870;190;0;FALSE;;
@jatimbadabest @EghiMokoginta @AutumnDiazzz Gerak Cepat BIN Di Lokasi Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/dpAndLxIiA;@Humanity_idn;17/12/2022 04:54;in;;30;30;@jatimbadabest;Humanity Idn;akun kemanusiaan;15300;720;190;0;FALSE;;
@MaouSlime @AutumnDiazzz BIN bantu korban gempa cianjur sampai ke plosok #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/lLWd1pg8ca;@Humanity_idn;17/12/2022 04:52;in;;0;0;@MaouSlime;Humanity Idn;akun kemanusiaan;15300;720;190;0;FALSE;;
@dajaunwalker9 @AutumnDiazzz BIN Bantu Penanggulangan Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/W5GvvjoPvn;@Humanity_idn;17/12/2022 04:51;in;;0;0;@dajaunwalker9;Humanity Idn;akun kemanusiaan;15300;720;190;0;FALSE;;
@ElisaAngely @AnaxRantauuy BIN bantu korban gempa cianjur sampai ke plosok #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/kRn812jaRR;@KatieSm97313671;17/12/2022 04:50;in;;0;0;@ElisaAngely;Katie Smith;;16770;870;190;0;FALSE;;
@Humanity_idn @AnaxRantauuy BIN bantu penyintas gempa Cianjur lewati masa sulit  #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/tTK96P0qu7;@KatieSm97313671;17/12/2022 04:48;in;;0;0;@Humanity_idn;Katie Smith;;16770;870;190;0;FALSE;;
"Pemenuhan hak perempuan dan anak korban gempa Cianjur.
#Jokowi 
#GasPolHakAnak&amp;Perempuan 
#IndonesiaMaju https://t.co/Vq8nx6CCnC";@IndoMaju_;17/12/2022 04:47;in;;0;0;;Indonesia Maju;Indonesia Maju;62610;15620;15410;0;FALSE;;
"Pemenuhan hak perempuan dan anak korban gempa Cianjur.
#Jokowi 
#GasPolHakAnak&amp;Perempuan 
#IndonesiaMaju https://t.co/NM4sZ5IMR3";@indonesi4maju;17/12/2022 04:47;in;;0;0;;Indonesia Maju;Indonesia Maju;12620;450;270;0;FALSE;;
@EghiMokoginta @AutumnDiazzz BIN Bantu Penanggulangan Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/W5GvvjoPvn;@Humanity_idn;17/12/2022 04:43;in;;10;0;@EghiMokoginta;Humanity Idn;akun kemanusiaan;15300;720;190;0;FALSE;;
@jatimbadabest @AutumnDiazzz Gerak Cepat BIN Di Lokasi Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/dpAndLxIiA;@Humanity_idn;17/12/2022 04:42;in;;0;0;@jatimbadabest;Humanity Idn;akun kemanusiaan;15300;720;190;0;FALSE;;
Trauma Healing dgn Korban Gempa Cianjur https://t.co/8mnHqUiYKw;@DENT4567890;17/12/2022 04:38;in;;0;0;;DENT@#$;;190;390;20;0;FALSE;;
"@aryatamamangun BIN Tulus Berikan Bantuan kepada Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama";@ngabidin123;17/12/2022 04:36;in;;10;0;@aryatamamangun;Ngabidin;;4380;180;180;0;FALSE;;
"@kala_piteng BIN Kerahkan Bantuan Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama";@ngabidin123;17/12/2022 04:35;in;;10;0;@kala_piteng;Ngabidin;;4380;180;180;0;FALSE;;
"@Nurhayati2513 BIN Lakukan Yang Terbaik Untuk Para Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama";@ngabidin123;17/12/2022 04:34;in;;10;0;@Nurhayati2513;Ngabidin;;4380;180;180;0;FALSE;;
@BrianKu75877290 @filosofiudara @AnaxRantauuy BIN Bantu Penanggulangan Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/W5Gvvj7eDP;@Humanity_idn;17/12/2022 04:34;in;;0;0;@BrianKu75877290;Humanity Idn;akun kemanusiaan;15300;720;190;0;FALSE;;
"@aryatamamangun BIN Sangat Peduli Pada Para Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama";@ngabidin123;17/12/2022 04:32;in;;10;0;@aryatamamangun;Ngabidin;;4380;180;180;0;FALSE;;
@BrianKu75877290 @FatihLubis4 @AnaxRantauuy BIN Bantu Penanggulangan Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/W5GvvjoPvn;@Humanity_idn;17/12/2022 04:32;in;;10;0;@BrianKu75877290;Humanity Idn;akun kemanusiaan;15300;720;190;0;FALSE;;
"BIN Daerah Jabar Bantu Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/rZXQP9n93T";@ngabidin123;17/12/2022 04:30;in;;10;0;;Ngabidin;;4380;180;180;0;FALSE;;
PA 212: Program Recovery Pasca Gempa Cianjur, Tenda Huntara PA 212 per KK https://t.co/miFP9bzEaj;@Sejhagad;17/12/2022 04:30;in;;0;0;;Sejhagad;;29300;3340;4240;0;FALSE;;
"Pemeriksaan Rutin Kepada Para Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/MBV32FpdvN";@ngabidin123;17/12/2022 04:30;in;;10;0;;Ngabidin;;4380;180;180;0;FALSE;;
@FatihLubis4 @AnaxRantauuy BIN bantu penyintas gempa Cianjur lewati masa sulit  #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/zQEuC6oHAH;@Humanity_idn;17/12/2022 04:29;in;;0;0;@FatihLubis4;Humanity Idn;akun kemanusiaan;15300;720;190;0;FALSE;;
"BIN Peduli Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/1k04TeJjuA";@ngabidin123;17/12/2022 04:28;in;;10;0;;Ngabidin;;4380;180;180;0;FALSE;;
@AnithaKurnia27 @AnaxRantauuy BIN bantu penyintas gempa Cianjur lewati masa sulit  #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/zQEuC6oHAH;@Humanity_idn;17/12/2022 04:25;in;;10;10;@AnithaKurnia27;Humanity Idn;akun kemanusiaan;15300;720;190;0;FALSE;;
"Posko Bantuan BIN Bantu Para Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/rEhsQHhPKX";@ngabidin123;17/12/2022 04:18;in;;10;0;;Ngabidin;;4380;180;180;0;FALSE;;
@MaouSlime @AnaxRantauuy BIN bantu penyintas gempa Cianjur lewati masa sulit  #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/tTK96P0qu7;@KatieSm97313671;17/12/2022 04:16;in;;0;0;@MaouSlime;Katie Smith;;16770;870;190;0;FALSE;;
"Bangga Terhadap BIN Yang Berupaya Memberikan Trauma Healing Kepada Anak Korban Gempa Cianjur
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/aRCcpzAmvJ";@Jessica70147650;17/12/2022 04:13;in;;0;0;;#PrayForCianjur;Peduli Sesama, Berbagi Bersama;6510;600;350;0;FALSE;;
@1945asliindo @BilboReborn @AnaxRantauuy BIN bantu penyintas gempa Cianjur lewati masa sulit  #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/zQEuC6oHAH;@Humanity_idn;17/12/2022 04:12;in;;20;0;@1945asliindo;Humanity Idn;akun kemanusiaan;15300;720;190;0;FALSE;;
"Terima kasih kepada Discovery Centre atas bantuan nya berupa perlengkapan mandi untuk masyarakat terdampak gempa cianjur melalui  PMI DKI Jakarta .

#gempacianjur
#discoverycentre
#pmiselalubantu https://t.co/C9biQAWdbW";@PMI_DKI_Jakarta;17/12/2022 04:11;in;;0;0;;PMI Provinsi DKI Jakarta;"Jl. Kramat Raya No. 47 Jakarta Pusat 10450     
Telpon (021) 3906666 Fax (021) 3144884 - 3144884 E-mail: info@pmidkijakarta.or.id";140050;5070;116340;300;FALSE;;
@1945asliindo @AnaxRantauuy BIN bantu penyintas gempa Cianjur lewati masa sulit  #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/zQEuC6oHAH;@Humanity_idn;17/12/2022 04:11;in;;0;0;@1945asliindo;Humanity Idn;akun kemanusiaan;15300;720;190;0;FALSE;;
@BilboReborn @MaouSlime @AnaxRantauuy BIN Bantu Penanggulangan Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/YX0F84lgsX;@KatieSm97313671;17/12/2022 04:09;in;;0;0;@BilboReborn;Katie Smith;;16770;870;190;0;FALSE;;
"Bangga Terhadap BIN Yang Berupaya Memberikan Trauma Healing Kepada Anak Korban Gempa Cianjur
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/gHAjPR0VMy";@gisel25517315;17/12/2022 04:09;in;ID;0;0;;gisel;;2180;220;40;0;FALSE;;
Kabupaten Gresik Kirim Ikan Bandeng dan Uang untuk Korban Gempa Cianjur https://t.co/hIYmEwede7;@javasatumedia;17/12/2022 04:08;in;;0;0;;Javasatu Media;Konsep media online atas hasil inisiasi dan kreasi Anak Bangsa, hadir di tengah tengah masyarakat dengan mengusung slogan: 'Wegah' Ketinggalan.;70630;40;400;0;FALSE;;
"Warga Korban Gempa Cianjur Sangat Berterima Kasih Kepada BIN 
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/Bi0H3mrQA4";@gisel25517315;17/12/2022 04:08;in;ID;0;0;;gisel;;2180;220;40;0;FALSE;;
@AutumnDiazzz Gerak Cepat BIN Di Lokasi Gempa Cianjur #BINResponCepatBencanaAlam  https://t.co/lNdDgPdotO #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama;@1945asliindo;17/12/2022 04:04;in;;10;20;@AutumnDiazzz;Asliindonesia;NKRI HARGA MATI;17490;1160;400;0;FALSE;;
Korban Meninggal Akibat Gempa Cianjur Capai 602 Jiwa https://t.co/nsxFdINJ9Y;@gemasulawesi;17/12/2022 04:04;in;;0;0;;gemasulawesi.com;media online Sulawesi tengah;79780;7140;7440;10;FALSE;;
@jatimbadabest @EghiMokoginta @AutumnDiazzz Respon Cepat.. BIN Kirim Bantuan dan Buka Posko Kemanusiaan Bencana Gempa Cianjur. Terima Kasih https://t.co/lNdDgPdotO #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama;@1945asliindo;17/12/2022 04:03;in;;20;20;@jatimbadabest;Asliindonesia;NKRI HARGA MATI;17490;1160;400;0;FALSE;;
BIN luar biasa sangat peduli dengan korban Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/IQzN5ClWkh;@AprilTo49641216;17/12/2022 04:00;in;;0;0;;April Torres;;2880;70;1590;0;FALSE;;
BIN salurkan bantuan ke warga gempa Cianjur hingga ke desa terisolir #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/jY2mDxdYX1;@AprilTo49641216;17/12/2022 04:00;in;;0;0;;April Torres;;2880;70;1590;0;FALSE;;
"Kolaborasi antara sektor publik dan swasta tentunya sangat membantu para penyintas gempa Cianjur. Salah satunya adalah hadirnya Yayasan Wings Peduli di posko pengungsian Lapangan Jagaraksa, Warungkondang yang dikelola oleh @KemensosRI

Selengkapnya di https://t.co/D4eQpLcnpo https://t.co/a34DwNxods";@sentrahandayani;17/12/2022 03:58;in;;0;0;;sentra handayani;Akun resmi Sentra Handayani Jakarta | Unit Pelaksana Teknis @kemensosri;80;50;10;0;FALSE;;
"[ACTIVITY REPORT: TBM BG TURUN BENCANA GEMPA CIANJUR]
Assalamualaikum. Selamat Siang.
Salam BG!!?
Delegasi relawan TBM BG untuk gempa Cianjur telah mengunjungi wilayah terdampak gempa dan melakukan pemeriksaan kesehatan, pemberian obat-obatan, dan penyerahan bantuan logistik. https://t.co/zVJVVSpbzu";@tbm_bumigora;17/12/2022 03:57;in;;0;0;;TBM BUMI GORA;"Official account of Tim Bantuan Medis Bumi Gora - Fakultas Kedokteran Universitas Mataram.
Instagram :@tbm_bumigora
Id line : @udt1152m";3940;170;320;0;FALSE;;
Luar biasa perjuangan BIN dalam membantu korban gempa cianjur!! #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/jSAyy2Ifrj;@rendycahjogja;17/12/2022 03:55;in;;0;0;;Rendy;;2230;140;1250;0;FALSE;;
Korban Gempa Cianjur Sangat Terbantu Dengan Layanan Kesehatan MI BIN. #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/2smsjW6ztR;@rendycahjogja;17/12/2022 03:55;in;;0;0;;Rendy;;2230;140;1250;0;FALSE;;
BIN Aplikasikan Sistem Intelijen Bencana Di Lokasi Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/KKyQmQHvqu;@rendycahjogja;17/12/2022 03:55;in;;0;0;;Rendy;;2230;140;1250;0;FALSE;;
BIN bantu korban gempa cianjur sampai ke plosok #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/hT0As9C3Jz;@rendycahjogja;17/12/2022 03:55;in;;0;0;;Rendy;;2230;140;1250;0;FALSE;;
Layanan Kesehatan BIN Disambut Positif Korban gempa Cianjur. #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/qUpLwC40x8;@rendycahjogja;17/12/2022 03:55;in;;0;0;;Rendy;;2230;140;1250;0;FALSE;;
