Content;Author;Date;Language;Location;Number of Likes;Number of Retweets;In Reply To;Author Name;Author Description;Author Tweets Count;Author Following Count;Author Followers Count;Author Listed Count;Author Verified;Longitude;Latitude
Posko kemanusiaan BIN lakukan pemeriksaan kesehatan terhadap korban gempa cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/vhXnBXq9RT;@cakpeduli;18/12/2022 03:00;in;;0;0;;Peduli Indonesia 🇮🇩🤝;"Sport is my life
Peduli Sesama";8760;1280;310;0;FALSE;;
BIN beri layanan Door to Door bagi korban gempa cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/mZLUSEIGEz;@cakpeduli;18/12/2022 03:00;in;;0;0;;Peduli Indonesia 🇮🇩🤝;"Sport is my life
Peduli Sesama";8760;1280;310;0;FALSE;;
BIN Kembalikan Tawa Anak-Anak Korban Gempa Cianjur dengan Dongeng dan Permainan.. BIN sangat Luar biasa #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat https://t.co/GqLi7upHtC;@cakpeduli;18/12/2022 03:00;in;;0;0;;Peduli Indonesia 🇮🇩🤝;"Sport is my life
Peduli Sesama";8760;1280;310;0;FALSE;;
"Tim trauma healing bantu bangkitkan semangat dan mental korban gempa Cianjur
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/08JcE9uVC1";@DadangSumatra;18/12/2022 03:00;in;ID;10;0;;Dadang;Akang Akang Cilok;1570;1360;510;0;FALSE;;
Tim kemanusiaan BIN sisir warga terdampak gempa Cianjur hingga ke desa terisolir #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINBerikanDukunganNyata #BINPeduliSesama https://t.co/W9smLmjRTM;@Kodok_Kadrun;18/12/2022 03:00;in;;0;0;;Jeruk 🍊;"wahaik Kodok & Kandrun Bersatulah untuk
🇮🇩 Tanah Air Tercinta";3910;230;20;0;FALSE;;
"Posko Bantuan BIN, Terjunkan TIM Trauma Healing Untuk Bangkitkan Semangat dan Mental Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/odRsf0EaAY";@ElisePohan;18/12/2022 03:00;in;ID;10;0;;Elise Pohan;Sekolah;460;1500;610;0;FALSE;;
Gerak cepat BIN untuk gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINBerikanDukunganNyata #BINPeduliSesama https://t.co/BSrNOhIc55;@Kodok_Kadrun;18/12/2022 03:00;in;;0;0;;Jeruk 🍊;"wahaik Kodok & Kandrun Bersatulah untuk
🇮🇩 Tanah Air Tercinta";3910;230;20;0;FALSE;;
BIN bantu penyintas gempa Cianjur lewati masa sulit #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINBerikanDukunganNyata #BINPeduliSesama https://t.co/tThPIKhhjP;@Kodok_Kadrun;18/12/2022 03:00;in;;0;0;;Jeruk 🍊;"wahaik Kodok & Kandrun Bersatulah untuk
🇮🇩 Tanah Air Tercinta";3910;230;20;0;FALSE;;
BIN bangun posko kemanusiaan di titik vital lokasi gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINBerikanDukunganNyata #BINPeduliSesama https://t.co/92SHXerv1n;@Kodok_Kadrun;18/12/2022 03:00;in;;0;0;;Jeruk 🍊;"wahaik Kodok & Kandrun Bersatulah untuk
🇮🇩 Tanah Air Tercinta";3910;230;20;0;FALSE;;
Posko BIN bantu pemulihan traumatik penyintas gempa cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINBerikanDukunganNyata #BINPeduliSesama https://t.co/MLxLAckrSx;@Kodok_Kadrun;18/12/2022 03:00;in;;0;0;;Jeruk 🍊;"wahaik Kodok & Kandrun Bersatulah untuk
🇮🇩 Tanah Air Tercinta";3910;230;20;0;FALSE;;
"Badan Intelijen Negara Menerjunkan Tim Trauma Healing Untuk Membantu Para Korban Gempa Cianjur mendapatkan Trauma Healing 

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/l0MOveDCpq";@ElisePohan;18/12/2022 02:59;in;ID;10;0;;Elise Pohan;Sekolah;460;1500;610;0;FALSE;;
"Mensos Risma Ingin Anak-anak Yatim Piatu Gempa Cianjur Punya Cita-cita Tinggi

Follow kami untuk berita menarik lainnya🌐
https://t.co/PbQgGcUIJm";@FajarIDNetwork;18/12/2022 02:59;in;;0;0;;FIN.CO.ID;"Berani dan Beda Update Berita Terkini | Tentang kami: https://t.co/OBaW4yuEc6…

Instagram: https://t.co/yRjp6Qyr5F…";96920;0;460;0;FALSE;;
@FarahMaulidya7  BIN luar biasa sangat peduli dengan korban Gempa Cianjur;@KimMill06064763;18/12/2022 02:58;in;;0;0;@FarahMaulidya7;Kim Miller;Model, Content Creator, Lovely gf 💖;15870;510;290;0;FALSE;;
BIN Terjunkan Tim Trauma Healing untuk bangkitkan semangat korban gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur https://t.co/QJFsej32hn;@Venice97715974;18/12/2022 02:58;in;ID;10;0;;Venice;SEMANGAT;310;60;300;0;FALSE;;
BIN Terjunkan Tim Trauma Healing untuk bangkitkan semangat korban gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur https://t.co/3B95vljVpC;@Margare21991896;18/12/2022 02:57;in;ID;10;0;;Margarette;KEEP SMILE;260;60;250;0;FALSE;;
BIN Terjunkan Tim Trauma Healing untuk bangkitkan semangat korban gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur https://t.co/L2Qau0uj8c;@Jeanett36483983;18/12/2022 02:57;in;ID;10;0;;Jeanette;Senyum memperbanyak teman;320;60;260;0;FALSE;;
BIN Terjunkan Tim Trauma Healing untuk bangkitkan semangat korban gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur https://t.co/eja2tn2uR7;@Ileana04411249;18/12/2022 02:56;in;ID;10;0;;Ileana;SMILE;520;60;310;0;FALSE;;
"Badan Intelijen Negara Terjunkan Tim Trauma Healing Untuk Bangkitkan Semangat dan Mental Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/hYCPMncaGO";@ElisePohan;18/12/2022 02:56;in;ID;10;0;;Elise Pohan;Sekolah;460;1500;610;0;FALSE;;
"Terjunkan tim trauma healing BIN mencoba membangkitkan semangat dan mental korban gempa Cianjur
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/muPy9XA3ie";@EmmaVilaro;18/12/2022 02:56;in;;0;0;;Emma Vilaró;Traveling 🏝️;1160;220;40;0;FALSE;;
BIN Terjunkan Tim Trauma Healing untuk bangkitkan semangat korban gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur https://t.co/Oxb5G08BKA;@Davida53553545;18/12/2022 02:55;in;ID;10;0;;Davida;"Berteman sebanyak Banyaknya
Follow 100% follback";370;60;220;0;FALSE;;
"Tim Posko Bantuan BIN, Tembus Desa Terisolir Beri Bantuan ke Warga Terdampak Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/ZVlFvYGBrw";@ElisePohan;18/12/2022 02:54;in;ID;10;0;;Elise Pohan;Sekolah;460;1500;610;0;FALSE;;
"BIN tak henti hentinya berikan bantuan kepada korban gempa cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/g1g7tcvsgh";@Nurjanah_apps;18/12/2022 02:54;in;ID;0;10;;Nurjanah;"Jiwaraga 🇲🇨 | Merauke 🇲🇨 | Indonesia 🇲🇨

Posko bantuan BIN Tanggap dalam membantu warga cianjur
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTur";1660;1900;840;0;FALSE;;
"Posko Bantuan BIN bangkitkan semangat dan mental korban gempa Cianjur. 
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/cIDhGQV0if";@AutumnDiazzz;18/12/2022 02:53;in;ID;80;80;;Autumn Diaz;;980;10;500;0;FALSE;;
"Posko Bantuan BIN terjunkan Tim trauma healing utk bangkitkan semangat dan mental korban gempa Cianjur
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/j8xWlQP11Q";@EmmaVilaro;18/12/2022 02:52;in;;0;0;;Emma Vilaró;Traveling 🏝️;1160;220;40;0;FALSE;;
PMI Bantu Kebutuhan Air Bersih Warga Korban Gempa Cianjur Selama Tiga Bulan https://t.co/lRfwTAXGh1;@wjtodaycom;18/12/2022 02:51;in;;0;0;;West Java Today;Media pemberdayaan, referensi terpercaya, dan inspiratif.;142480;350;420;0;FALSE;;
"BIN Tim Trauma healing untuk bangkitkan semangat dan mental korban Gempa Cianjur
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/FN6mfYTDgz";@AndikaZeran;18/12/2022 02:47;in;ID;0;0;;Andika Zeran;;3980;680;140;0;FALSE;;
"BIN tembus desa terisolir beri bantuan warga terdampak gempa Cianjur 

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/FIPyfTBHDo";@NusaPagi;18/12/2022 02:46;in;;0;0;;Nusantara;;3500;420;200;0;FALSE;;
Puluhan Prajurit Yonif R 300/Bjw Diterjunkan Bersihkan Puing Bangunan Pasca Gempa Cianjur https://t.co/Ilt6KMKYYk;@AndalanGapura;18/12/2022 02:45;in;;10;0;;gapura andalan;;2040;290;10;0;FALSE;;
@ridwank55237748  BIN luar biasa sangat peduli dengan korban Gempa Cianjur;@KimMill06064763;18/12/2022 02:33;in;;0;0;@ridwank55237748;Kim Miller;Model, Content Creator, Lovely gf 💖;15870;510;290;0;FALSE;;
"BIN tak henti hentinya berikan bantuan kepada korban gempa cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/KKBauE8Szc";@AnaxRantauuy;18/12/2022 02:32;in;ID;0;0;;Anak Rantau;Sokin, asik bat lu orangnya;7120;160;450;0;FALSE;;
Salurkan Bantuan bagi Penyintas Gempa Cianjur, JSIT Indonesia: Kami Terus Bersama untuk Cianjur Bangkit  https://t.co/yLevoJi3BJ;@MNCTrijayaBdg;18/12/2022 02:32;in;;0;0;;91.3 FM l Bandung;Official Account of Sindotrijaya FM Bandung The Real News & Information  SMS/WA : 0811.913.913  |  BBM: 2A166A4F | https://t.co/ORhLZt9fSH;476110;6690;46230;450;FALSE;;
BIN salurkan bantuan untuk korban gempa cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur https://t.co/6QVuP82TKc;@lucia8anita;18/12/2022 02:30;in;;0;0;;Lucia Anita;NKRI HARGA MATI 🇮🇩🇮🇩;4450;1730;910;0;FALSE;;
Selain memberikan bantuan kemanusiaan, BIN juga Menggandeng mahasiswa gelar Trauma Healing kepada korban gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/T1IagbjbzS;@AMahalkogenard;18/12/2022 02:30;in;;0;0;;andrade;;4370;960;1390;0;FALSE;;
Posko bantuan BIN bantu pemulihan Traumatik Penyintas gempa cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/9LxDBd3nf0;@lucia8anita;18/12/2022 02:30;in;;0;0;;Lucia Anita;NKRI HARGA MATI 🇮🇩🇮🇩;4450;1730;910;0;FALSE;;
BIN dirikan posko kesehatan untuk tampung 168 korban gempa cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/brPE704twM;@lucia8anita;18/12/2022 02:30;in;;0;0;;Lucia Anita;NKRI HARGA MATI 🇮🇩🇮🇩;4450;1730;910;0;FALSE;;
Posko kemanusiaan BIN lakukan pemeriksaan kesehatan terhadap korban gempa cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/PpSm2RrT7b;@lucia8anita;18/12/2022 02:30;in;;0;0;;Lucia Anita;NKRI HARGA MATI 🇮🇩🇮🇩;4450;1730;910;0;FALSE;;
BIN sisir wilaya terpencil salurkan bantuan korban gempa cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat https://t.co/Nn0EY0mcwD;@lucia8anita;18/12/2022 02:30;in;;0;0;;Lucia Anita;NKRI HARGA MATI 🇮🇩🇮🇩;4450;1730;910;0;FALSE;;
BIN beri layanan Door to Door bagi korban gempa cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/Aj0pqwadOu;@lucia8anita;18/12/2022 02:30;in;;0;0;;Lucia Anita;NKRI HARGA MATI 🇮🇩🇮🇩;4450;1730;910;0;FALSE;;
BIN buka posko kemanusiaan bantu ratusan pengungsi korban gempa cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/Uz5AGia88y;@lucia8anita;18/12/2022 02:30;in;;0;0;;Lucia Anita;NKRI HARGA MATI 🇮🇩🇮🇩;4450;1730;910;0;FALSE;;
Aksi cepat tanggap untuk korban gempa cianjur, gerak cepat BIN luar biasa #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINBerikanDukunganNyata;@AnaxRantauuy;18/12/2022 02:30;in;ID;0;0;;Anak Rantau;Sokin, asik bat lu orangnya;7120;160;450;0;FALSE;;
BIN bantu penyintas gempa Cianjur lewati masa sulit #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur https://t.co/ZNU74NBvwH;@lucia8anita;18/12/2022 02:30;in;;0;0;;Lucia Anita;NKRI HARGA MATI 🇮🇩🇮🇩;4450;1730;910;0;FALSE;;
BIN beri layanan kesehatan Door to Door bagi korban gempa Cianjur. #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/jMhhsyb8uX;@lucia8anita;18/12/2022 02:30;in;;0;0;;Lucia Anita;NKRI HARGA MATI 🇮🇩🇮🇩;4450;1730;910;0;FALSE;;
aksi cepat tanggap untuk korban gempa cianjur, BIN selalu hadir #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINBerikanDukunganNyata https://t.co/3e6hjKjav7;@AnaxRantauuy;18/12/2022 02:30;in;ID;0;0;;Anak Rantau;Sokin, asik bat lu orangnya;7120;160;450;0;FALSE;;
"BIN tak henti hentinya berikan bantuan kepada korban gempa cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/p50LAA9FjM";@AnaxRantauuy;18/12/2022 02:29;in;ID;0;0;;Anak Rantau;Sokin, asik bat lu orangnya;7120;160;450;0;FALSE;;
"#BantuanKemanusiaanDTN_PA212

PA 212 RECOVERY PASCA GEMPA CIANJUR https://t.co/jK6qP1BhP9";@hero212142;18/12/2022 02:25;in;;160;30;;Hero212;Amar Ma'ruf Nahi Munkar;23060;16280;15300;0;FALSE;;
"BIN tak henti hentinya berikan bantuan kepada korban gempa cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/Y9JoyfUUwq";@Jessica70147650;18/12/2022 02:09;in;;0;0;;#PrayForCianjur;Peduli Sesama, Berbagi Bersama;6510;600;350;0;FALSE;;
aksi cepat tanggap untuk korban gempa cianjur, BIN selalu hadir #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINBerikanDukunganNyata https://t.co/6g2oTsH0re;@CarlaAbello051;18/12/2022 02:05;in;;0;0;;Carla Abelló;Love nkri, no kadrunis;4860;220;1120;0;FALSE;;
aksi cepat tanggap untuk korban gempa cianjur, gerak cepat BIN luar biasa #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINBerikanDukunganNyata https://t.co/Q3FNOf5SUq;@CarlaAbello051;18/12/2022 02:05;in;;0;0;;Carla Abelló;Love nkri, no kadrunis;4860;220;1120;0;FALSE;;
"BIN tak henti hentinya berikan bantuan kepada korban gempa cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/6NZzewC46x";@RamaGangSalaman;18/12/2022 02:03;in;;0;0;;Rama GSalaman;"Jiwa Ragaku Merah Putih.
Jangan Biarkan Nuranimu Terinjak-injak Egomu Sobat.";7460;200;500;0;FALSE;;
Mantap BIN, sisir daerah terpencil untuk korban gempa Cianjur, pray for cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/P8lD9DDJ42;@AmelLianst;18/12/2022 02:01;in;;0;0;;amel lianst;menjadi manusia;510;90;1660;0;FALSE;;
Kami bersama korban gempa cianjur. Tetap kuat dan lekas pulih kembali cianjur #BINResponCepatBencanaAlam #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/yT3yCaZKtD;@johnsuminguit;18/12/2022 02:01;in;;0;0;;allen suminguit;;2870;850;70;0;FALSE;;
Mantap BIN, gerak cepat bantu mitigasi gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/0iUjc1Hz3L;@AmelLianst;18/12/2022 02:01;in;;0;0;;amel lianst;menjadi manusia;510;90;1660;0;FALSE;;
BIN salurkan bantuan ke warga gempa Cianjur hingga ke desa terisolir #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/BPC5EWWztx;@AprilTo49641216;18/12/2022 02:00;in;;0;0;;April Torres;;2880;70;1590;0;FALSE;;
tim kemanusiaan BIN sisir warga terdampak gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINBerikanDukunganNyata #BINPeduliSesama https://t.co/E1Nz8mVmsK;@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
BIN bantu penyintas gempa Cianjur lewati masa sulit #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINBerikanDukunganNyata #BINPeduliSesama https://t.co/pLW8YSspup;@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
Posko BIN bantu pemulihan traumatik penyintas gempa cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINBerikanDukunganNyata #BINPeduliSesama https://t.co/EsBsh8iaUs;@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
BIN luar biasa sangat peduli dengan korban Gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/7zRxDsclLX;@AprilTo49641216;18/12/2022 02:00;in;;0;0;;April Torres;;2880;70;1590;0;FALSE;;
Selain memberikan bantuan kemanusiaan, BIN juga Menggandeng mahasiswa gelar Trauma Healing kepada korban gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINBerikanDukunganNyata #BINPeduliSesama https://t.co/jT5zRur7Vl;@AgusHarimurti16;18/12/2022 02:00;in;;0;0;;Agus Harimurti;;5470;110;40;0;FALSE;;
BIN Turut Berduka Gempa Cianjur#BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/D8aGcLl58D;@aparpyic854;18/12/2022 02:00;in;;0;0;;SAHABAT INDO;TXUPIPANDI;5300;10;50;0;FALSE;;
Tim kemanusiaan BIN sisir warga terdampak gempa Cianjur hingga ke desa terisolir #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINBerikanDukunganNyata #BINPeduliSesama https://t.co/4GrkPLrVQX;@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
"BIN buka layanan kesehatan bagi korban gempa cianjur
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/vOmI696pyr";@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
"korban gempa cianjur dibantu BIN
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/QNgM2RY1Ro";@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
"Terima kasih BIN atas pelayanan kesehatan yang diberikan kepada korban gempa Cianjur
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/mvy36kp3OT";@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
"BIN bantu korban gempa Cianjur dengan menurunkan Medical Intelligent lakukan pelayanan door to door
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/2eBprpxtBf";@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
"Layanan kesehatan BIN Terobos Keterbatasan Akses Korban Gempa Cianjur.
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/KKICQEHzBH";@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
"Mantap BIN, terus bantu korban gempa Cianjur
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/Y1tBgjA5KS";@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
"BIN bantu korban gempa Cianjur dengan layanan Door to door.
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/dGLYJBtUUg";@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
"Posko BIN bantu pemulihan traumatik penyintas gempa Cianjur
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/37GfJqhnhD";@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
"Layanan kesehatan MI BIN terobos keterbatasan akses korban Gempa Cianjur.
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/oraDTlOoi5";@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
Gerak cepat BIN untuk gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINBerikanDukunganNyata #BINPeduliSesama https://t.co/6dxMJHdYkY;@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
"Korban Gempa Cianjur sangat terbantu dengan pelayanan kesehatan dari MI BIN
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/ibBHkvDYq7";@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
"BIN Bantu Korban Gempa Cianjur Secara Maksimal Karena peduli kemanusiaan
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/DKHoVdaWEy";@BintangSyafitr2;18/12/2022 02:00;in;;0;0;;Bintang Syafitri;;5170;20;20;0;FALSE;;
@bachrum_achmadi @TeddGus @aniesbaswedan Betul juga,ngomongin KKB keq,Gempa Cianjur keq atau perkawinan Anak presiden yg sedang ramai.;@bakriebo;18/12/2022 02:00;in;;0;0;@bachrum_achmadi;Limbah oli bekas;Menjaga dan melestarikan lingkungan;43140;9850;1970;0;FALSE;;
